"Title" "MeanRating"
"2724" "Elysium (2013)" 3
"2725" "Embalmer, The (Imbalsamatore, L') (2002)" 4
"2726" "Embassy (2013)" 4
"2727" "Embrace of the Serpent (2016)" 4
"2728" "Emerald Forest, The (1985)" 3
"2729" "Emerald Green (2016)" 4
"2730" "Emma (1996)" 4
"2731" "Emma (2009)" 2
"2732" "Emmanuelle (1974)" 4
"2733" "Emperor's New Clothes, The (2001)" 4
"2734" "Emperor's New Groove 2: Kronk's New Groove, The (2005)" 4
"2735" "Emperor's New Groove, The (2000)" 4
"2736" "Emperor and the Assassin, The (Jing ke ci qin wang) (1999)" 4
"2737" "Empire (2002)" 4
"2738" "Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004)" 4
"2739" "Empire of the Sun (1987)" 4
"2740" "Empire Records (1995)" 3
"2741" "Employee of the Month (2004)" 2
"2742" "Employee of the Month (2006)" 3
"2743" "Empties (2007)" 5
"2744" "Enchanted (2007)" 4
"2745" "Enchanted April (1992)" 4
"2746" "Encino Man (1992)" 2
"2747" "Encounters at the End of the World (2008)" 4
"2748" "End of Days (1999)" 3
"2749" "End of the Affair, The (1999)" 4
"2750" "End of Watch (2012)" 4
"2751" "Ender's Game (2013)" 3
"2752" "Endgame (2009)" 3
"2753" "Endless Poetry (2016)" 4
"2754" "Endless Summer, The (1966)" 4
"2755" "Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)" 4
"2756" "Enemy (2013)" 4
"2757" "Enemy at the Gates (2001)" 4
"2758" "Enemy Mine (1985)" 4
"2759" "Enemy of the State (1998)" 3
"2760" "Enforcer, The (1976)" 4
"2761" "English Patient, The (1996)" 4
"2762" "English Teacher, The (2013)" 2
"2763" "English Vinglish (2012)" 5
"2764" "Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)" 3
"2765" "Enigma (2001)" 3
"2766" "Enough (2002)" 4
"2767" "Enough Said (2013)" 3
"2768" "Enron: The Smartest Guys in the Room (2005)" 4
"2769" "Enter the Dragon (1973)" 4
"2770" "Enter the Void (2009)" 5
"2771" "Entertaining Angels: The Dorothy Day Story (1996)" 5
"2772" "Entourage (2015)" 2
"2773" "Entrapment (1999)" 3
"2774" "Envy (2004)" 3
"2775" "Epic (2013)" 3
"2776" "Epic Movie (2007)" 1
"2777" "Equalizer, The (2014)" 3
"2778" "Equilibrium (2002)" 4
"2779" "Equus (1977)" 4
"2780" "Er ist wieder da (2015)" 3
"2781" "Eragon (2006)" 2
"2782" "Eraser (1996)" 3
"2783" "Eraserhead (1977)" 4
"2784" "Erik the Viking (1989)" 3
"2785" "Erin Brockovich (2000)" 4
"2786" "Ernest & Célestine (Ernest et Célestine) (2012)" 4
"2787" "Ernest Goes to Camp (1987)" 1
"2788" "Ernest Goes to Jail (1990)" 4
"2789" "Ernest Rides Again (1993)" 1
"2790" "Ernest Saves Christmas (1988)" 2
"2791" "Ernest Scared Stupid (1991)" 2
"2792" "Eros (2004)" 4
"2793" "Escaflowne: The Movie (Escaflowne) (2000)" 3
"2794" "Escape from Alcatraz (1979)" 4
"2795" "Escape from L.A. (1996)" 3
"2796" "Escape from New York (1981)" 3
"2797" "Escape from Planet Earth (2013)" 4
"2798" "Escape from the Planet of the Apes (1971)" 3
"2799" "Escape From Tomorrow (2013)" 3
"2800" "Escape Plan (2013)" 4
"2801" "Escape to Witch Mountain (1975)" 3
"2802" "Escort, The (Scorta, La) (1993)" 3
"2803" "Eternal Sunshine of the Spotless Mind (2004)" 4
"2804" "Ethan Frome (1993)" 4
"2805" "Ethel & Ernest (2016)" 2
"2806" "Eulogy (2004)" 3
"2807" "Europa (Zentropa) (1991)" 4
"2808" "Europa Europa (Hitlerjunge Salomon) (1990)" 4
"2809" "European Vacation (aka National Lampoon's European Vacation) (1985)" 3
"2810" "EuroTrip (2004)" 3
"2811" "Eva (2011)" 5
"2812" "Evan Almighty (2007)" 3
"2813" "Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007)" 4
"2814" "Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009)" 4
"2815" "Evangelion: 3.0 You Can (Not) Redo (2012)" 2
"2816" "Eve's Bayou (1997)" 3
"2817" "Eve of Destruction (1991)" 1
"2818" "Evelyn (2002)" 3
"2819" "Even Cowgirls Get the Blues (1993)" 2
"2820" "Even the Rain (También la lluvia) (2010)" 4
"2821" "Evening with Kevin Smith 2: Evening Harder, An (2006)" 3
"2822" "Event Horizon (1997)" 3
"2823" "Ever After: A Cinderella Story (1998)" 4
"2824" "Everest (1998)" 4
"2825" "Everest (2015)" 3
"2826" "Everlasting Piece, An (2000)" 4
"2827" "Every Secret Thing (2014)" 2
"2828" "Every Which Way But Loose (1978)" 3
"2829" "Everybody's Famous! (Iedereen beroemd!) (2000)" 2
"2830" "Everybody Wants Some (2016)" 4
"2831" "Everyone Says I Love You (1996)" 3
"2832" "Everything Is Illuminated (2005)" 4
"2833" "Everything Must Go (2010)" 3
"2834" "Everything or Nothing: The Untold Story of 007 (2012)" 3
"2835" "Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)" 3
"2836" "Evil Aliens (2005)" 4
"2837" "Evil Dead (2013)" 3
"2838" "Evil Dead II (Dead by Dawn) (1987)" 4
"2839" "Evil Dead, The (1981)" 4
"2840" "Evita (1996)" 3
"2841" "Evolution (2001)" 3
"2842" "Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)" 2
"2843" "Ewoks: The Battle for Endor (1985)" 3
"2844" "Ex Drummer (2007)" 5
"2845" "Ex Machina (2015)" 4
"2846" "Ex, The (2007)" 4
"2847" "Exam (2009)" 4
"2848" "Excalibur (1981)" 4
"2849" "Excess Baggage (1997)" 3
"2850" "Executive Decision (1996)" 3
"2851" "Executive Suite (1954)" 3
"2852" "eXistenZ (1999)" 4
"2853" "Exit Through the Gift Shop (2010)" 4
"2854" "Exit to Eden (1994)" 3
"2855" "Exit Wounds (2001)" 3
"2856" "Exodus (1960)" 4
"2857" "Exodus: Gods and Kings (2014)" 3
"2858" "Exorcism of Emily Rose, The (2005)" 3
"2859" "Exorcist II: The Heretic (1977)" 2
"2860" "Exorcist III, The (1990)" 2
"2861" "Exorcist, The (1973)" 4
"2862" "Exorcist: The Beginning (2004)" 2
"2863" "Exotica (1994)" 4
"2864" "Expelled: No Intelligence Allowed (2008)" 1
"2865" "Expendables 2, The (2012)" 4
"2866" "Expendables, The (2010)" 3
"2867" "Experimenter (2015)" 4
"2868" "Explorers (1985)" 4
"2869" "Exposed (2016)" 2
"2870" "Express, The (2008)" 3
"2871" "Exte: Hair Extensions (2007)" 3
"2872" "Exterminating Angel, The (Ángel exterminador, El) (1962)" 2
"2873" "Extract (2009)" 2
"2874" "Extraordinary Adventures of Adele Blanc-Sec, The (2010)" 2
"2875" "Extraordinary Tales (2015)" 2
"2876" "Extreme Days (2001)" 2
"2877" "Extreme Measures (1996)" 2
"2878" "Extreme Ops (2002)" 2
"2879" "Extremely Loud and Incredibly Close (2011)" 3
"2880" "Extremities (1986)" 4
"2881" "Eye for an Eye (1996)" 4
"2882" "Eye for an Eye, An (1981)" 4
"2883" "Eye in the Sky (2016)" 3
"2884" "Eye of the Beholder (1999)" 2
"2885" "Eye See You (D-Tox) (2002)" 2
"2886" "Eye, The (Gin gwai) (Jian gui) (2002)" 3
"2887" "Eyes of Laura Mars (1978)" 4
"2888" "Eyes of Tammy Faye, The (2000)" 4
"2889" "Eyes Wide Shut (1999)" 3
"2890" "Eyes Without a Face (Yeux sans visage, Les) (1959)" 3
"2891" "Eyewitness (Janitor, The) (1981)" 4
"2892" "F*ck You, Goethe 2 (2015)" 1
"2893" "F/X (1986)" 3
"2894" "F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)" 2
"2895" "Fabulous Baker Boys, The (1989)" 3
"2896" "Face in the Crowd, A (1957)" 4
"2897" "Face/Off (1997)" 3
"2898" "Faces of Death (1978)" 2
"2899" "Faces of Death 3 (1985)" 2
"2900" "Facing Windows (Finestra di fronte, La) (2003)" 4
"2901" "Factory Girl (2006)" 4
"2902" "Faculty, The (1998)" 2
"2903" "Fading Gigolo (2013)" 4
"2904" "Fahrenheit 451 (1966)" 4
"2905" "Fahrenheit 9/11 (2004)" 3
"2906" "Fail-Safe (1964)" 4
"2907" "Failure to Launch (2006)" 3
"2908" "Fair Game (1995)" 2
"2909" "FairyTale: A True Story (1997)" 4
"2910" "Fall (1997)" 1
"2911" "Fall of the House of Usher, The (House of Usher) (1960)" 3
"2912" "Fall, The (2006)" 4
"2913" "Fallen (1998)" 4
"2914" "Fallen Angels (Duo luo tian shi) (1995)" 2
"2915" "Fallen Idol, The (1948)" 2
"2916" "Falling Angels (2003)" 4
"2917" "Falling Down (1993)" 4
"2918" "Fame (1980)" 3
"2919" "Family Business (1989)" 2
"2920" "Family Guy Presents Stewie Griffin: The Untold Story (2005)" 4
"2921" "Family Guy Presents: Blue Harvest (2007)" 4
"2922" "Family Guy Presents: It's a Trap (2010)" 4
"2923" "Family Guy Presents: Something, Something, Something, Dark Side (2009)" 4
"2924" "Family Man, The (2000)" 3
"2925" "Family Plot (1976)" 3
"2926" "Family Stone, The (2005)" 3
"2927" "Family Thing, A (1996)" 3
"2928" "Family, The (2013)" 4
"2929" "Fan, The (1996)" 3
"2930" "Fanboys (2009)" 3
"2931" "Fandango (1985)" 4
"2932" "Fanny and Alexander (Fanny och Alexander) (1982)" 3
"2933" "Fans (1999)" 4
"2934" "Fantasia (1940)" 4
"2935" "Fantasia 2000 (1999)" 4
"2936" "Fantastic Beasts and Where to Find Them (2016)" 4
"2937" "Fantastic Fear of Everything, A (2012)" 4
"2938" "Fantastic Four (2005)" 3
"2939" "Fantastic Four (2015)" 2
"2940" "Fantastic Four: Rise of the Silver Surfer (2007)" 3
"2941" "Fantastic Mr. Fox (2009)" 4
"2942" "Fantastic Planet, The (Planete sauvage, La) (1973)" 4
"2943" "Fantastic Voyage (1966)" 3
"2944" "Fantasticks, The (1995)" 4
"2945" "Far and Away (1992)" 3
"2946" "Far from Heaven (2002)" 4
"2947" "Far From Home: The Adventures of Yellow Dog (1995)" 4
"2948" "Faraway, So Close (In weiter Ferne, so nah!) (1993)" 4
"2949" "Farewell My Concubine (Ba wang bie ji) (1993)" 4
"2950" "Farewell to Arms, A (1932)" 3
"2951" "Farewell to the King (1989)" 3
"2952" "Fargo (1996)" 4
"2953" "Farinelli: il castrato (1994)" 4
"2954" "Farmer's Daughter, The (1947)" 4
"2955" "Farscape: The Peacekeeper Wars (2004)" 4
"2956" "Fast & Furious (Fast and the Furious 4, The) (2009)" 3
"2957" "Fast & Furious 6 (Fast and the Furious 6, The) (2013)" 3
"2958" "Fast and the Furious, The (2001)" 3
"2959" "Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)" 2
"2960" "Fast Five (Fast and the Furious 5, The) (2011)" 3
"2961" "Fast Food Nation (2006)" 4
"2962" "Fast Food, Fast Women (2000)" 4
"2963" "Fast Runner, The (Atanarjuat) (2001)" 4
"2964" "Fast Times at Ridgemont High (1982)" 3
"2965" "Fast, Cheap & Out of Control (1997)" 2
"2966" "Faster (2010)" 5
"2967" "Faster Pussycat! Kill! Kill! (1965)" 4
"2968" "Fat Albert (2004)" 2
"2969" "Fat City (1972)" 4
"2970" "Fat Girl (A ma soeur!) (2001)" 3
"2971" "Fat Man and Little Boy (1989)" 4
"2972" "Fatal Attraction (1987)" 3
"2973" "Fatal Beauty (1987)" 1
"2974" "Fatal Instinct (1993)" 3
"2975" "Father Goose (1964)" 4
"2976" "Father Hood (1993)" 2
"2977" "Father of the Bride (1950)" 3
"2978" "Father of the Bride (1991)" 4
"2979" "Father of the Bride Part II (1995)" 3
"2980" "Fathers' Day (1997)" 1
"2981" "Faust (1926)" 4
"2982" "Fay Grim (2006)" 2
"2983" "Fear (1996)" 3
"2984" "Fear and Loathing in Las Vegas (1998)" 4
"2985" "Fear City: A Family-Style Comedy (La cité de la peur) (1994)" 4
"2986" "Fear of a Black Hat (1994)" 1
"2987" "Fear X (2003)" 2
"2988" "FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)" 2
"2989" "Fearless (1993)" 4
"2990" "Fearless Hyena, The (Xiao quan guai zhao) (1979)" 3
"2991" "Fearless Vampire Killers, The (1967)" 4
"2992" "Feast (2005)" 3
"2993" "Feast (2014)" 3
"2994" "Federal Hill (1994)" 3
"2995" "Feds (1988)" 2
"2996" "Feeling Minnesota (1996)" 3
"2997" "Felicia's Journey (1999)" 3
"2998" "Fellini's Casanova (Il Casanova di Federico Fellini) (1976)" 4
"2999" "Fellini Satyricon (1969)" 4
"3000" "Felon (2008)" 4
"3001" "Felony (2013)" 3
"3002" "Female Perversions (1996)" 2
"3003" "Female Trouble (1975)" 3
"3004" "Femme Fatale (2002)" 3
"3005" "Femme Nikita, La (Nikita) (1990)" 4
"3006" "Fences (2016)" 3
"3007" "Ferdinand (2017)" 2
"3008" "Ferngully: The Last Rainforest (1992)" 3
"3009" "Ferris Bueller's Day Off (1986)" 4
"3010" "Fever Pitch (1997)" 3
"3011" "Fever Pitch (2005)" 3
"3012" "Few Good Men, A (1992)" 4
"3013" "Ffolkes (1979)" 2
"3014" "Fiddler on the Roof (1971)" 4
"3015" "Fido (2006)" 3
"3016" "Field in England, A (2013)" 4
"3017" "Field of Dreams (1989)" 4
"3018" "Fiendish Plot of Dr. Fu Manchu, The (1980)" 2
"3019" "Fierce Creatures (1997)" 3
"3020" "Fifth Element, The (1997)" 4
"3021" "Fifty Shades Darker (2017)" 1
"3022" "Fifty Shades of Grey (2015)" 1
"3023" "Fight Club (1999)" 4
"3024" "Fighter, The (2010)" 4
"3025" "Fighting Seabees, The (1944)" 4
"3026" "Fighting Temptations, The (2003)" 4
"3027" "Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005)" 0
"3028" "Filth (2013)" 4
"3029" "Filth and the Fury, The (2000)" 3
"3030" "Final Analysis (1992)" 2
"3031" "Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)" 2
"3032" "Final Countdown, The (1980)" 3
"3033" "Final Cut, The (2004)" 4
"3034" "Final Destination (2000)" 3
"3035" "Final Destination 2 (2003)" 3
"3036" "Final Destination 3 (2006)" 3
"3037" "Final Destination 5 (2011)" 4
"3038" "Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)" 3
"3039" "Final Fantasy VII: Advent Children (2004)" 4
"3040" "Final Fantasy: The Spirits Within (2001)" 3
"3041" "Final Flight of the Osiris (2003)" 4
"3042" "Find Me Guilty (2006)" 3
"3043" "Finding Dory (2016)" 4
"3044" "Finding Forrester (2000)" 4
"3045" "Finding Nemo (2003)" 4
"3046" "Finding Neverland (2004)" 4
"3047" "Fire and Ice (1983)" 2
"3048" "Fire and Ice (2008)" 2
"3049" "Fire Down Below (1997)" 3
"3050" "Fire in the Sky (1993)" 2
"3051" "Fire with Fire (2012)" 2
"3052" "Fired Up (2009)" 4
"3053" "Firefox (1982)" 3
"3054" "Fireproof (2008)" 1
"3055" "Firestarter (1984)" 3
"3056" "Firewalker (1986)" 3
"3057" "Firewall (2006)" 3
"3058" "Fireworks (Hana-bi) (1997)" 4
"3059" "Fireworks, Should We See It from the Side or the Bottom? (2017)" 2
"3060" "Firm, The (1993)" 4
"3061" "Firm, The (2009)" 3
"3062" "First Beautiful Thing, The (La prima cosa bella) (2010)" 4
"3063" "First Blood (Rambo: First Blood) (1982)" 4
"3064" "First Daughter (2004)" 3
"3065" "First Kid (1996)" 2
"3066" "First Knight (1995)" 3
"3067" "First Monday in October (1981)" 4
"3068" "First Position (2011)" 4
"3069" "First Reformed (2017)" 4
"3070" "First Snow (2006)" 3
"3071" "First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)" 4
"3072" "First Sunday (2008)" 4
"3073" "First Time, The (2012)" 2
"3074" "First Wives Club, The (1996)" 3
"3075" "Fish Called Wanda, A (1988)" 4
"3076" "Fish Story (Fisshu sutôrî) (2009)" 3
"3077" "Fisher King, The (1991)" 4
"3078" "Fist Fight (2017)" 4
"3079" "Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)" 4
"3080" "Fist of Legend (Jing wu ying xiong) (1994)" 3
"3081" "Fistful of Dollars, A (Per un pugno di dollari) (1964)" 4
"3082" "Fitzcarraldo (1982)" 3
"3083" "Five-Year Engagement, The (2012)" 2
"3084" "Five Deadly Venoms (1978)" 4
"3085" "Five Easy Pieces (1970)" 4
"3086" "Five Element Ninjas (1982)" 4
"3087" "Five Senses, The (1999)" 5
"3088" "Flags of Our Fathers (2006)" 3
"3089" "Flamingo Kid, The (1984)" 3
"3090" "Flash Gordon (1980)" 3
"3091" "Flash Gordon Conquers the Universe (1940)" 1
"3092" "Flashback (1990)" 4
"3093" "Flashdance (1983)" 3
"3094" "Flatfoot on the Nile (Piedone d'Egitto) (1980)" 2
"3095" "Flatliners (1990)" 3
"3096" "Flawless (1999)" 4
"3097" "FLCL (2000)" 4
"3098" "Fled (1996)" 2
"3099" "Flesh & Blood (1985)" 3
"3100" "Flesh and Bone (1993)" 4
"3101" "Fletch (1985)" 3
"3102" "Fletch Lives (1989)" 2
"3103" "Flickering Lights (Blinkende lygter) (2000)" 4
"3104" "Flight (2012)" 4
"3105" "Flight of the Navigator (1986)" 3
"3106" "Flight of the Phoenix (2004)" 3
"3107" "Flight of the Phoenix, The (1965)" 4
"3108" "Flightplan (2005)" 3
"3109" "Flint (2017)" 4
"3110" "Flintstones in Viva Rock Vegas, The (2000)" 2
"3111" "Flintstones, The (1994)" 2
"3112" "Flipped (2010)" 4
"3113" "Flipper (1996)" 3
"3114" "Flirting (1991)" 4
"3115" "Flirting With Disaster (1996)" 4
"3116" "Florence Foster Jenkins (2016)" 4
"3117" "Flower of My Secret, The (La flor de mi secreto) (1995)" 3
"3118" "Flowers for Algernon (2000)" 2
"3119" "Flowers in the Attic (1987)" 3
"3120" "Flowers of War, The (Jin líng shí san chai) (2011)" 4
"3121" "Flubber (1997)" 3
"3122" "Fluke (1995)" 4
"3123" "Flushed Away (2006)" 4
"3124" "Fly Away Home (1996)" 4
"3125" "Fly II, The (1989)" 2
"3126" "Fly, The (1958)" 3
"3127" "Fly, The (1986)" 3
"3128" "Flyboys (2006)" 2
"3129" "Flying Down to Rio (1933)" 3
"3130" "Flying Tigers (1942)" 3
"3131" "Focus (2001)" 4
"3132" "Focus (2015)" 3
"3133" "Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)" 4
"3134" "Fog, The (1980)" 2
"3135" "Fog, The (2005)" 2
"3136" "Follow Me, Boys! (1966)" 0
"3137" "Follow the Fleet (1936)" 4
"3138" "Following (1998)" 4
"3139" "Food, Inc. (2008)" 4
"3140" "Fool's Gold (2008)" 2
"3141" "Fools Rush In (1997)" 3
"3142" "Footloose (1984)" 3
"3143" "Footloose (2011)" 3
"3144" "For a Few Dollars More (Per qualche dollaro in piu) (1965)" 4
"3145" "For a Good Time, Call... (2012)" 2
"3146" "For All Mankind (1989)" NA
"3147" "For Keeps (1988)" 3
"3148" "For Love of the Game (1999)" 3
"3149" "For Love or Money (1993)" 3
"3150" "For Richer or Poorer (1997)" 3
"3151" "For Roseanna (Roseanna's Grave) (1997)" 4
"3152" "For the Bible Tells Me So (2007)" 3
"3153" "For the Birds (2000)" 4
"3154" "For the Boys (1991)" 2
"3155" "For the Love of Benji (1977)" 4
"3156" "For Whom the Bell Tolls (1943)" 4
"3157" "For Your Consideration (2006)" 2
"3158" "For Your Eyes Only (1981)" 4
"3159" "Forbidden Games (Jeux interdits) (1952)" 4
"3160" "Forbidden Kingdom, The (2008)" 4
"3161" "Forbidden Planet (1956)" 4
"3162" "Force 10 from Navarone (1978)" 3
"3163" "Forces of Nature (1999)" 2
"3164" "Foreign Correspondent (1940)" 4
"3165" "Forever Young (1992)" 3
"3166" "Forget Paris (1995)" 3
"3167" "Forgetting Sarah Marshall (2008)" 4
"3168" "Forgotten Silver (1996)" 4
"3169" "Forgotten, The (2004)" 2
"3170" "Formula 51 (2001)" 3
"3171" "Formula of Love (1984)" 5
"3172" "Forrest Gump (1994)" 4
"3173" "Fort Tilden (2014)" 4
"3174" "Fortress (1992)" 2
"3175" "Foul Play (1978)" 3
"3176" "Fountain, The (2006)" 4
"3177" "Fountainhead, The (1949)" 3
"3178" "Four Brothers (2005)" 4
"3179" "Four Christmases (2008)" 3
"3180" "Four Days in September (O Que É Isso, Companheiro?) (1997)" 5
"3181" "Four Feathers, The (2002)" 3
"3182" "Four Lions (2010)" 4
"3183" "Four Musketeers, The (1974)" 3
"3184" "Four Rooms (1995)" 4
"3185" "Four Seasons, The (1981)" 5
"3186" "Four Weddings and a Funeral (1994)" 4
"3187" "Fourth Protocol, The (1987)" 3
"3188" "Fox and the Hound, The (1981)" 4
"3189" "Foxfire (1996)" 4
"3190" "Foxy Brown (1974)" 2
"3191" "Fracchia contro Dracula (1985)" 4
"3192" "Fracture (2007)" 4
"3193" "Frailty (2001)" 4
"3194" "Fraktus (2012)" 4
"3195" "Frances (1982)" 4
"3196" "Frances Ha (2012)" 2
"3197" "Frank (2014)" 4
"3198" "Frankenstein (1931)" 4
"3199" "Frankenstein (2015)" 2
"3200" "Frankenstein 90 (1984)" 4
"3201" "Frankenstein Meets the Wolf Man (1943)" 1
"3202" "Frankenstein Must Be Destroyed (1969)" 3
"3203" "Frankenstein Unbound (1990)" 3
"3204" "Frankenweenie (2012)" 2
"3205" "Frankie and Johnny (1966)" 3
"3206" "Frankie and Johnny (1991)" 3
"3207" "Frantic (1988)" 3
"3208" "Fraternity Vacation (1985)" 1
"3209" "Freaked (1993)" 4
"3210" "Freaks (1932)" 3
"3211" "Freaks of Nature (2015)" 4
"3212" "Freaky Friday (1977)" 3
"3213" "Freaky Friday (2003)" 3
"3214" "Fred Armisen: Standup for Drummers (2018)" 3
"3215" "Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)" 2
"3216" "Freddy Got Fingered (2001)" 2
"3217" "Freddy vs. Jason (2003)" 2
"3218" "Free Enterprise (1998)" 3
"3219" "Free Fire (2017)" 4
"3220" "Free to Play (2014)" 4
"3221" "Free Willy (1993)" 2
"3222" "Free Willy 2: The Adventure Home (1995)" 2
"3223" "Freedom Writers (2007)" 4
"3224" "Freedomland (2006)" 2
"3225" "Freejack (1992)" 2
"3226" "Freeway (1996)" 3
"3227" "Freezer (2014)" 2
"3228" "French Connection II (1975)" 3
"3229" "French Connection, The (1971)" 4
"3230" "French Kiss (1995)" 3
"3231" "French Lieutenant's Woman, The (1981)" 3
"3232" "French Twist (Gazon maudit) (1995)" 3
"3233" "Frenzy (1972)" 4
"3234" "Frequency (2000)" 3
"3235" "Frequently Asked Questions About Time Travel (2009)" 4
"3236" "Fresh (1994)" 4
"3237" "Freshman, The (1925)" 4
"3238" "Freshman, The (1990)" 3
"3239" "Frida (2002)" 4
"3240" "Friday (1995)" 4
"3241" "Friday After Next (2002)" 2
"3242" "Friday Night Lights (2004)" 4
"3243" "Friday the 13th (1980)" 3
"3244" "Friday the 13th (2009)" 3
"3245" "Friday the 13th Part 2 (1981)" 2
"3246" "Friday the 13th Part 3: 3D (1982)" 2
"3247" "Friday the 13th Part IV: The Final Chapter (1984)" 3
"3248" "Friday the 13th Part V: A New Beginning (1985)" 2
"3249" "Friday the 13th Part VI: Jason Lives (1986)" 3
"3250" "Friday the 13th Part VII: The New Blood (1988)" 2
"3251" "Friday the 13th Part VIII: Jason Takes Manhattan (1989)" 2
"3252" "Fried Green Tomatoes (1991)" 4
"3253" "Friend Is a Treasure, A (Chi Trova Un Amico, Trova un Tesoro) (Who Finds a Friend Finds a Treasure) (1981)" 2
"3254" "Friendly Persuasion (1956)" 4
"3255" "Friends & Lovers (1999)" 4
"3256" "Friends with Benefits (2011)" 3
"3257" "Friends with Kids (2011)" 4
